"SRNumber","CreatedDate","RequestType","Status","Address","Latitude","Longitude","CD","NCName"
"1-3239162341","2023-01-06T09:40:21.000","Homeless Encampment","Closed","3469 W 8TH ST, 90005","34.0578155577","-118.305856562","10","Wilshire Center-Koreatown"
"1-3239166861","2023-01-06T09:40:37.000","Illegal Dumping Pickup","Closed","8900 N MIKUNI AVE, 91324","34.2322814664","-118.560995224","12","Northridge West"
"1-3239178901","2023-01-06T09:41:15.000","Bulky Items","Closed","5911 N BALCOM AVE, 91316","34.1778147476","-118.520601699","4","Encino"
"1-3239180841","2023-01-06T09:41:25.000","Bulky Items","Closed","722 S OXFORD AVE, 90005","34.0589828143","-118.307696817","10","Wilshire Center-Koreatown"
"1-3239181761","2023-01-06T09:41:48.000","Illegal Dumping Pickup","Closed","13949 W VANOWEN ST, 91405","34.1940615866","-118.437173125","2","Van Nuys"
"1-3239181791","2023-01-06T09:41:49.000","Homeless Encampment","Pending","5317 W LEMON GROVE AVE, 90038","34.0867683866","-118.309850764","13","Hollywood Studio District"
"1-3239194381","2023-01-06T09:42:05.000","Bulky Items","Closed","517 N BEACHWOOD DR, 90004","34.0794685004","-118.321863259","13","Greater Wilshire"
"1-3239201361","2023-01-06T09:42:39.000","Illegal Dumping Pickup","Closed","10826 W TUXFORD PL, 91352","34.2357884464","-118.365894148","7","Foothills Trails District"
"1-3239200191","2023-01-06T09:42:52.000","Homeless Encampment","Closed","8900 N MIKUNI AVE, 91324","34.2322814664","-118.560995224","12","Northridge West"
"1-3239210151","2023-01-06T09:43:08.000","Bulky Items","Closed","7777 W 91ST ST, 90293","33.9567024584","-118.432289979","11","Westchester/Playa"
"1-3239210701","2023-01-06T09:43:14.000","Illegal Dumping Pickup","Closed","5955 W SATURN ST, 90035","34.0503769649","-118.37024727","10","P.I.C.O."
"1-3239215211","2023-01-06T09:43:22.000","Bulky Items","Closed","1915 W ADDISON WAY, 90041","34.1330819577","-118.208786831","14","Eagle Rock"
"1-3239224201","2023-01-06T09:43:52.000","Bulky Items","Closed","740 W 14TH ST, 90731","33.7316346629","-118.293409733","15","Central San Pedro"
"1-3239222941","2023-01-06T09:43:55.000","Bulky Items","Closed","3220 N LOWELL AVE, 90032","34.0829478376","-118.162288818","14","LA-32"
"1-3239225051","2023-01-06T09:43:58.000","Illegal Dumping Pickup","Closed","6610 W FOOTHILL BLVD, 91042","34.2464121054","-118.276486123","7","Sunland-Tujunga"
"1-3239220811","2023-01-06T09:44:15.000","Graffiti Removal","Cancelled","12401 W VANOWEN ST, 91605","34.1941794532","-118.403152541","2","North Hollywood West"
"1-3239228831","2023-01-06T09:44:27.000","Homeless Encampment","Closed","11121 W MOORPARK ST, 91602","34.1504553788","-118.373069204","2","Greater Toluca Lake"
"1-3239232641","2023-01-06T09:44:53.000","Homeless Encampment","Closed","4558 N LAUREL CANYON BLVD, 91607","34.1537819983","-118.396291859","2","Studio City"
"1-3239242521","2023-01-06T09:45:20.000","Bulky Items","Closed","5021 S ARLINGTON AVE, 90043","33.9973034193","-118.318332466","8","Park Mesa Heights"
"1-3239248561","2023-01-06T09:45:54.000","Graffiti Removal","Cancelled","4372 N CAMELLIA AVE, 91604","34.149541473","-118.382183811","2","Studio City"
"1-3239249981","2023-01-06T09:46:09.000","Bulky Items","Closed","3652 W 58TH PL, 90043","33.9879486176","-118.337085051","8","Park Mesa Heights"
"1-3239253591","2023-01-06T09:46:23.000","Bulky Items","Closed","1019 S NORTON AVE, 90019","34.0533072105","-118.321213871","10","Olympic Park"
"1-3239259961","2023-01-06T09:46:51.000","Graffiti Removal","Closed","4517 S VERMONT AVE, 90037","34.0021176895","-118.291757569","9","Voices"
"1-3239259976","2023-01-06T09:46:51.000","Graffiti Removal","Closed","5800 S NORMANDIE AVE, 90037","33.9898618755","-118.300119248","9","Voices"
"1-3239259971","2023-01-06T09:46:51.000","Graffiti Removal","Closed","6010 S NORMANDIE AVE, 90044","33.9854998326","-118.300104949","9","Voices"
"1-3239259981","2023-01-06T09:46:51.000","Graffiti Removal","Closed","5700 S NORMANDIE AVE, 90037","33.9907897995","-118.300069003","9","Voices"
"1-3239259966","2023-01-06T09:46:51.000","Graffiti Removal","Closed","6000 S NORMANDIE AVE, 90044","33.9858369748","-118.300144965","9","Voices"
"1-3239260002","2023-01-06T09:46:52.000","Graffiti Removal","Closed","5600 S NORMANDIE AVE, 90037","33.9914313093","-118.300117965","9","Voices"
"1-3239260017","2023-01-06T09:46:52.000","Graffiti Removal","Closed","6000 S NORMANDIE AVE, 90044","33.9858369748","-118.300144965","9","Voices"
"1-3239259992","2023-01-06T09:46:52.000","Graffiti Removal","Closed","6000 S NORMANDIE AVE, 90044","33.9858369748","-118.300144965","9","Voices"
"1-3239260012","2023-01-06T09:46:52.000","Graffiti Removal","Closed","6000 S NORMANDIE AVE, 90044","33.9858369748","-118.300144965","9","Voices"
"1-3239259997","2023-01-06T09:46:52.000","Graffiti Removal","Closed","6010 S NORMANDIE AVE, 90044","33.9854998326","-118.300104949","9","Voices"
"1-3239260007","2023-01-06T09:46:52.000","Graffiti Removal","Closed","5600 S NORMANDIE AVE, 90037","33.9914313093","-118.300117965","9","Voices"
"1-3239259987","2023-01-06T09:46:52.000","Graffiti Removal","Closed","4517 S VERMONT AVE, 90037","34.0021176895","-118.291757569","9","Voices"
"1-3239260022","2023-01-06T09:46:52.000","Graffiti Removal","Closed","5600 S NORMANDIE AVE, 90037","33.9914313093","-118.300117965","9","Voices"
"1-3239260059","2023-01-06T09:46:53.000","Graffiti Removal","Closed","5408 S FIGUEROA ST, 90037","33.9930353018","-118.282514023","9","Voices"
"1-3239260028","2023-01-06T09:46:53.000","Graffiti Removal","Closed","5600 S NORMANDIE AVE, 90037","33.9914313093","-118.300117965","9","Voices"
"1-3239260033","2023-01-06T09:46:53.000","Graffiti Removal","Closed","1154 W SLAUSON AVE, 90044","33.9889759409","-118.295621969","9","Voices"
"1-3239260038","2023-01-06T09:46:53.000","Graffiti Removal","Closed","945 W 62ND PL, 90044","33.9828707815","-118.290510372","9","Voices"
"1-3239260054","2023-01-06T09:46:53.000","Graffiti Removal","Closed","57TH ST AT FIGUEROA ST, 90037","33.9905556036","-118.282708852","9","Voices"
"1-3239266571","2023-01-06T09:47:27.000","Graffiti Removal","Closed","918 S CONCORD ST, 90023","34.02793062","-118.203260009","14","Boyle Heights"
"1-3239271961","2023-01-06T09:47:35.000","Bulky Items","Closed","17546 W WILLARD ST, 91325","34.21851827","-118.515904936","12","Northridge South"
"1-3239279381","2023-01-06T09:48:22.000","Graffiti Removal","Closed","4000 S BROADWAY, 90037","34.0110613346","-118.278282649","9","Zapata-King"
"1-3239279391","2023-01-06T09:48:22.000","Graffiti Removal","Closed","4401 S BROADWAY, 90037","34.003556031","-118.278635597","9","Zapata-King"
"1-3239279386","2023-01-06T09:48:22.000","Graffiti Removal","Closed","4000 S BROADWAY, 90037","34.0110613346","-118.278282649","9","Zapata-King"
"1-3239279397","2023-01-06T09:48:23.000","Graffiti Removal","Closed","4529 W 30TH ST, 90016","34.0276767576","-118.343223927","10","West Adams"
"1-3239279412","2023-01-06T09:48:23.000","Graffiti Removal","Closed","4801 S AVALON BLVD, 90011","33.9995860119","-118.265463962","9","Zapata-King"
"1-3239279402","2023-01-06T09:48:23.000","Graffiti Removal","Closed","3900 S BROADWAY, 90037","34.0125208411","-118.277912165","9","South Central"
"1-3239279407","2023-01-06T09:48:23.000","Graffiti Removal","Closed","4811 S AVALON BLVD, 90011","33.9994023403","-118.265468525","9","Zapata-King"
"1-3239276811","2023-01-06T09:48:24.000","Graffiti Removal","Closed","WESTERN AVE AT 226TH ST, 90501","33.8213326691","-118.308877705","15","Harbor Gateway South"
"1-3239282081","2023-01-06T09:48:31.000","Graffiti Removal","Closed","929 W ACADEMY ROAD, 90012","34.0798744976","-118.236937897","1","Echo Park"
"1-3239282921","2023-01-06T09:48:34.000","Homeless Encampment","Closed","4454 N VAN NUYS BLVD, 91403","34.1524152178","-118.448537035","4","Sherman Oaks"
"1-3239288871","2023-01-06T09:48:57.000","Illegal Dumping Pickup","Closed","855 W 70TH ST, 90044","33.9764674372","-118.289037854","8","Empowerment Congress Central"
"1-3239291891","2023-01-06T09:49:50.000","Bulky Items","Closed","153 S VENDOME ST, 90057","34.0704826752","-118.283237402","13","Rampart Village"
"1-3239297521","2023-01-06T09:49:58.000","Bulky Items","Closed","110 S GRANVILLE AVE, 90049","34.0636715715","-118.471550215","11",""
"1-3239306761","2023-01-06T09:50:59.000","Bulky Items","Closed","723 E ANGELUS PL, 90291","33.9899188083","-118.454830769","11","Venice"
"1-3239319041","2023-01-06T09:51:28.000","Bulky Items","Closed","4411 N WAWONA ST, 90065","34.1319581758","-118.22784072","14","Eagle Rock"
"1-3239325281","2023-01-06T09:52:00.000","Bulky Items","Closed","10821 W ASHBY AVE, 90064","34.0374723782","-118.425302448","5","Westside"
"1-3239333221","2023-01-06T09:52:13.000","Bulky Items","Closed","10944 W AYRES AVE, 90064","34.0381582229","-118.430236504","5","Westside"
"1-3239331041","2023-01-06T09:52:17.000","Graffiti Removal","Cancelled","3500 E MANITOU AVE, 90031","34.0718913201","-118.203781955","14","Lincoln Heights"
"1-3239335751","2023-01-06T09:52:27.000","Illegal Dumping Pickup","Closed","12254 W BURBANK BLVD, 91607","34.1719763656","-118.400450978","2","Valley Village"
"1-3239338061","2023-01-06T09:52:29.000","Bulky Items","Closed","2227 W AVENUE 33, 90065","34.106762455","-118.232195273","1","Glassell Park"
"1-3239343301","2023-01-06T09:52:45.000","Graffiti Removal","Closed","6755 N VAN NUYS BLVD, 91405","34.1936488597","-118.449085932","6","Van Nuys"
"1-3239344791","2023-01-06T09:52:54.000","Bulky Items","Closed","2590 N GLEN GRN, 90068","34.1171572585","-118.319484484","4","Hollywood United"
"1-3239349131","2023-01-06T09:53:03.000","Bulky Items","Closed","626 W 54TH ST, 90037","33.9931209139","-118.285055418","9","Voices"
"1-3239352561","2023-01-06T09:53:22.000","Illegal Dumping Pickup","Closed","2227 W AVENUE 33, 90065","34.106762455","-118.232195273","1","Glassell Park"
"1-3239354281","2023-01-06T09:53:46.000","Graffiti Removal","Closed","3051 E WABASH AVE, 90063","34.0494862941","-118.195376105","14","Boyle Heights"
"1-3239361631","2023-01-06T09:53:53.000","Bulky Items","Closed","1133 S WOOSTER ST, 90035","34.05607044","-118.382842804","5","South Robertson"
"1-3239388921","2023-01-06T09:55:15.000","Bulky Items","Closed","3571 S DENKER AVE, 90018","34.0233175779","-118.304866449","8","Empowerment Congress North"
"1-3239392571","2023-01-06T09:56:09.000","Bulky Items","Closed","4619 N NAGLE AVE, 91423","34.154671665","-118.423851444","4","Sherman Oaks"
