"SRNumber","CreatedDate","RequestType","Status","Address","Latitude","Longitude","CD","NCName"
"1-3207683371","2023-01-02T15:29:13.000","Bulky Items","Closed","4621 N VENTURA CANYON AVE, 91423","34.1546789168","-118.429158412","4","Sherman Oaks"
"1-3207683421","2023-01-02T15:29:14.000","Bulky Items","Closed","5029 N AUCKLAND AVE, 91601","34.162069301","-118.360544764","2","Greater Toluca Lake"
"1-3207691581","2023-01-02T15:29:17.000","Bulky Items","Closed","1811 N ECHO PARK AVE, 90026","34.0845439859","-118.253911235","13","Echo Park"
"1-3207689401","2023-01-02T15:29:26.000","Bulky Items","Closed","5330 N ZELZAH AVE, 91316","34.1677591203","-118.521906525","4","Encino"
"1-3207690151","2023-01-02T15:29:30.000","Graffiti Removal","Closed","307 S COMMONWEALTH AVE, 90020","34.0686478726","-118.285919599","1","Rampart Village"
"1-3207692381","2023-01-02T15:29:41.000","Graffiti Removal","Closed","18355 W ROSCOE BLVD, 91325","34.2209194252","-118.533337224","12","Northridge South"
"1-3207694951","2023-01-02T15:29:48.000","Bulky Items","Cancelled","2639 E MACEO ST, 90065","34.0922856561","-118.227024479","1","Greater Cypress Park"
"1-3207694021","2023-01-02T15:29:50.000","Bulky Items","Closed","4621 N VENTURA CANYON AVE, 91423","34.1544890613","-118.429141819","4","Sherman Oaks"
"1-3207694571","2023-01-02T15:30:09.000","Bulky Items","Closed","5357 S 3RD AVE, 90043","33.9934727534","-118.320523766","8","Park Mesa Heights"
"1-3207696131","2023-01-02T15:30:29.000","Bulky Items","Closed","18635 W BRYANT ST, 91324","34.2274128903","-118.539091493","12","Northridge South"
"1-3207695741","2023-01-02T15:30:33.000","Graffiti Removal","Closed","18301 W ROSCOE BLVD, 91325","34.2208761434","-118.531880328","12","Northridge South"
"1-3207699011","2023-01-02T15:30:38.000","Bulky Items","Closed","6022 E BURWOOD AVE, 90042","34.1267864945","-118.188061209","14","Historic Highland Park"
"1-3207702991","2023-01-02T15:31:06.000","Graffiti Removal","Closed","PICO BLVD AT SAWTELLE BLVD, 90064","34.0351899154","-118.438721246","11","West LA - Sawtelle"
"1-3207704911","2023-01-02T15:31:27.000","Bulky Items","Closed","AVALON BLVD AT 83RD ST, 90003","33.9637504512","-118.265172657","9","CANNDU"
"1-3207704691","2023-01-02T15:31:29.000","Graffiti Removal","Referred Out","3580 N VERDUGO ROAD, 90065","34.1159911911","-118.233784118","1","Glassell Park"
"1-3207705631","2023-01-02T15:31:37.000","Bulky Items","Closed","11214 N BALBOA BLVD, 91344","34.2743180821","-118.502005103","12","Granada Hills South"
"1-3207698721","2023-01-02T15:31:41.000","Bulky Items","Closed","2262 N BEVERLY GLEN PL, 90077","34.1114353842","-118.447197218","5","Bel Air-Beverly Crest"
"1-3207710031","2023-01-02T15:32:24.000","Bulky Items","Closed","5225 N DAHLIA DR, 90041","34.1424637006","-118.199975163","14","Eagle Rock"
"1-3207711191","2023-01-02T15:32:43.000","Bulky Items","Closed","5532 N BILOXI AVE, 91601","34.170988395","-118.358247786","2","NoHo"
"1-3207713731","2023-01-02T15:32:55.000","Bulky Items","Closed","4933 E LYNN ST, 90042","34.1082251857","-118.205794177","1","Historic Highland Park"
"1-3207717591","2023-01-02T15:33:17.000","Graffiti Removal","Closed","2347 N AVENUE 33, 90065","34.1086117796","-118.233054252","1","Glassell Park"
"1-3207714061","2023-01-02T15:33:26.000","Bulky Items","Closed","1830 N EL CERRITO PL, 90068","34.1047696517","-118.345052618","4","Hollywood Hills West"
"1-3207718411","2023-01-02T15:33:31.000","Bulky Items","Closed","8044 S AGNEW AVE, 90045","33.9661041107","-118.406406801","11","Westchester/Playa"
"1-3207714671","2023-01-02T15:33:37.000","Homeless Encampment","Pending","6798 N SYLVIA AVE, 91335","34.193794671","-118.55234489","3","Reseda"
"1-3207716481","2023-01-02T15:33:45.000","Bulky Items","Closed","608 N AVENUE 53, 90042","34.1137264509","-118.201662285","1","Historic Highland Park"
"1-3207721641","2023-01-02T15:34:07.000","Bulky Items","Closed","1204 S ARDMORE AVE, 90006","34.0488017421","-118.301972466","10","Olympic Park"
"1-3207720511","2023-01-02T15:34:34.000","Illegal Dumping Pickup","Pending","18450 W VENTURA BLVD, 91356","34.1682431685","-118.535211293","3","Tarzana"
"1-3207726161","2023-01-02T15:34:37.000","Bulky Items","Closed","15720 W LIGGETT ST, 91343","34.239772955","-118.474670507","12","North Hills West"
"1-3207726841","2023-01-02T15:34:41.000","Bulky Items","Closed","CHAUCER ST AT SAN FERNANDO ROAD NORTHEAST ROADWAY, 90065","34.0961990513","-118.232094477","1","Greater Cypress Park"
"1-3207722991","2023-01-02T15:34:47.000","Bulky Items","Closed","11016 W KLING ST, 91602","34.155449975","-118.37111571","2","Greater Toluca Lake"
"1-3207723671","2023-01-02T15:35:03.000","Graffiti Removal","Cancelled","2015 W AVENUE 30, 90065","34.1025995651","-118.23540675","1","Greater Cypress Park"
"1-3207724041","2023-01-02T15:35:10.000","Illegal Dumping Pickup","Closed","1285 E 40TH PL, 90011","34.01032336","-118.252488664","9","South Central"
"1-3207727511","2023-01-02T15:35:30.000","Bulky Items","Closed","5128 S ARLINGTON AVE, 90043","33.9959268724","-118.318055038","8","Empowerment Congress Central"
"1-3207732001","2023-01-02T15:35:38.000","Bulky Items","Closed","23934 W ARCHWOOD ST, 91307","34.1917802535","-118.647967894","12","West Hills"
"1-3207730001","2023-01-02T15:35:43.000","Bulky Items","Closed","2070 N SAN FERNANDO ROAD, 90039","34.101229633","-118.241315259","1","Glassell Park"
"1-3207731071","2023-01-02T15:35:46.000","Bulky Items","Closed","1351 E 50TH ST, 90011","33.9976440225","-118.250971446","9","Central Alameda"
"1-3207730551","2023-01-02T15:35:50.000","Bulky Items","Closed","5545 E NORWICH AVE, 90032","34.0837773105","-118.160830665","14","LA-32"
"1-3207733221","2023-01-02T15:35:55.000","Graffiti Removal","Cancelled","VANALDEN AVE AT PARTHENIA ST, 91324","34.2282183056","-118.549235184","12","Northridge South"
"1-3207732741","2023-01-02T15:36:11.000","Bulky Items","Closed","3466 S BEETHOVEN ST, 90066","34.0069750236","-118.446591626","11","Mar Vista"
"1-3207736421","2023-01-02T15:36:19.000","Bulky Items","Closed","15720 W LIGGETT ST, 91343","34.239772955","-118.474670507","12","North Hills West"
"1-3207738931","2023-01-02T15:36:55.000","Graffiti Removal","Forward","940 S LA BREA AVE, 90036","34.057709394","-118.345627778","5","Greater Wilshire"
"1-3207735891","2023-01-02T15:37:08.000","Illegal Dumping Pickup","Closed","1254 E MARTIN LUTHER KING, JR BLVD, 90011","34.0110362767","-118.253024926","9","South Central"
"1-3207740721","2023-01-02T15:37:30.000","Graffiti Removal","Cancelled","NORDHOFF ST AT TAMPA AVE, 91324","34.2354726225","-118.553609222","12","Northridge South"
"1-3207741611","2023-01-02T15:37:47.000","Bulky Items","Closed","375 N SALTAIR AVE, 90049","34.0690354276","-118.47480387","11",""
"1-3207741931","2023-01-02T15:37:59.000","Bulky Items","Closed","4522 W ST CHARLES PL, 90019","34.044324447","-118.336303993","10","Mid City"
"1-3207744931","2023-01-02T15:38:02.000","Bulky Items","Closed","5535 W CARLTON WAY, 90028","34.1006188731","-118.31053509","13","Hollywood Studio District"
"1-3207738301","2023-01-02T15:38:06.000","Bulky Items","Closed","3772 S HEPBURN AVE, 90018","34.0180806915","-118.325033296","10","Empowerment Congress West"
"1-3207738341","2023-01-02T15:38:07.000","Bulky Items","Closed","21135 S HARVARD BLVD, 90501","33.8376385465","-118.3067009","15","Harbor Gateway South"
"1-3207742581","2023-01-02T15:38:18.000","Graffiti Removal","Cancelled","2600 S LA BREA AVE, 90016","34.0324076955","-118.350878295","10","West Adams"
"1-3207744091","2023-01-02T15:38:23.000","Illegal Dumping Pickup","Closed","1254 E MARTIN LUTHER KING, JR BLVD, 90011","34.0110362767","-118.253024926","9","South Central"
"1-3207747381","2023-01-02T15:38:24.000","Bulky Items","Closed","4230 S 2ND AVE, 90008","34.006359464","-118.319190459","10","Empowerment Congress West"
"1-3207745761","2023-01-02T15:38:31.000","Graffiti Removal","Cancelled","NORDHOFF ST AT VANALDEN AVE, 91324","34.2354746146","-118.549238987","12","Northridge South"
"1-3207748171","2023-01-02T15:38:40.000","Bulky Items","Closed","8561 N VINEVALLEY DR, 91352","34.2257017999","-118.356389524","2","Sun Valley Area"
"1-3207749971","2023-01-02T15:38:48.000","Bulky Items","Closed","1224 N JUNE ST, 90038","34.0932144305","-118.334140456","13","Central Hollywood"
"1-3207749671","2023-01-02T15:38:52.000","Bulky Items","Closed","430 W CANYON VISTA DR, 90065","34.0984880461","-118.213015182","1","Arroyo Seco"
"1-3207751071","2023-01-02T15:38:55.000","Bulky Items","Closed","4324 S LEIMERT BLVD, 90008","34.0056824795","-118.328924439","10","Empowerment Congress West"
"1-3207752401","2023-01-02T15:39:21.000","Bulky Items","Closed","8561 N VINEVALLEY DR, 91352","34.2257017999","-118.356389524","2","Sun Valley Area"
"1-3207753561","2023-01-02T15:39:22.000","Homeless Encampment","Closed","7927 W FOOTHILL BLVD, 91040","34.2597836854","-118.30581134","7","Sunland-Tujunga"
"1-3207754701","2023-01-02T15:39:30.000","Bulky Items","Closed","5319 N WHITSETT AVE, 91607","34.1672677116","-118.405462438","2","Valley Village"
"1-3207756921","2023-01-02T15:39:45.000","Bulky Items","Closed","11682 W MARGATE ST, 91601","34.1674081303","-118.387243971","2","Valley Village"
"1-3207758041","2023-01-02T15:40:13.000","Graffiti Removal","Closed","537 N HOOVER ST, 90004","34.0804617349","-118.284702029","13","East Hollywood"
"1-3207758361","2023-01-02T15:40:14.000","Bulky Items","Closed","128 N SARATOGA ST, 90033","34.0422879063","-118.204219087","14","Boyle Heights"
"1-3207761401","2023-01-02T15:40:29.000","Graffiti Removal","Cancelled","8803 N ETIWANDA AVE, 91325","34.2309996421","-118.532524598","12","Northridge South"
"1-3207760611","2023-01-02T15:40:47.000","Bulky Items","Closed","1357 E 47TH ST, 90011","34.001224519","-118.250847258","9","Central Alameda"
"1-3207764211","2023-01-02T15:41:08.000","Bulky Items","Closed","375 N SALTAIR AVE, 90049","34.0690354276","-118.47480387","11",""
"1-3207769051","2023-01-02T15:41:31.000","Bulky Items","Closed","431 N CURSON AVE, 90036","34.0790874669","-118.355530066","5","Mid-City West"
"1-3207766661","2023-01-02T15:42:02.000","Bulky Items","Closed","1357 E 47TH ST, 90011","34.001224519","-118.250847258","9","Central Alameda"
"1-3207769971","2023-01-02T15:42:04.000","Illegal Dumping Pickup","Closed","1178 E MARTIN LUTHER KING, JR BLVD, 90011","34.0110298708","-118.254662763","9","South Central"
"1-3207771651","2023-01-02T15:42:15.000","Graffiti Removal","Cancelled","620 N HOOVER ST, 90004","34.0821601242","-118.284353508","13","Silver Lake"
"1-3207773931","2023-01-02T15:42:18.000","Bulky Items","Closed","4625 N SYLMAR AVE, 91423","34.1554296891","-118.446686676","4","Sherman Oaks"
"1-3207773631","2023-01-02T15:43:00.000","Bulky Items","Closed","12121 W HERBERT ST, 90066","33.9994058508","-118.426049883","11","Mar Vista"
"1-3207778171","2023-01-02T15:43:06.000","Bulky Items","Closed","1720 W 35TH PL, 90018","34.0235650496","-118.309584369","8","Empowerment Congress North"
"1-3207776321","2023-01-02T15:43:12.000","Bulky Items","Closed","3637 S CLARINGTON AVE, 90034","34.026031581","-118.40321384","5","Palms"
"1-3207772111","2023-01-02T15:43:12.000","Bulky Items","Closed","2139 W DUANE ST, 90039","34.0894285899","-118.257761997","13","Echo Park"
"1-3207776351","2023-01-02T15:43:13.000","Graffiti Removal","Closed","MONTANA ST AT LIBERTY ST, 90026","34.0800201116","-118.260652465","13","Echo Park"
"1-3207779061","2023-01-02T15:43:14.000","Bulky Items","Closed","2261 N HIGHBURY AVE, 90032","34.0712608362","-118.162548847","14","LA-32"
"1-3207780181","2023-01-02T15:43:21.000","Bulky Items","Closed","7273 W WARING AVE, 90046","34.0853707468","-118.348320019","5","Mid-City West"
"1-3207781931","2023-01-02T15:43:35.000","Bulky Items","Closed","5386 W ROMAINE ST, 90029","34.0883632209","-118.30850978","13","Hollywood Studio District"
"1-3207786201","2023-01-02T15:44:16.000","Bulky Items","Closed","3641 S MIDVALE AVE, 90034","34.0193458698","-118.413409089","5","Palms"
"1-3207782691","2023-01-02T15:44:23.000","Bulky Items","Closed","5061 N LINDLEY AVE, 91356","34.1616264504","-118.527404283","3","Tarzana"
"1-3207787731","2023-01-02T15:44:43.000","Bulky Items","Closed","1056 W OLIVER ST, 90732","33.7469034329","-118.300271486","15","Northwest San Pedro"
"1-3207789431","2023-01-02T15:44:52.000","Bulky Items","Closed","709 1/4 E 76TH ST, 90001","33.971270274","-118.262582494","9","CANNDU"
"1-3207783891","2023-01-02T15:45:37.000","Bulky Items","Closed","1933 W 35TH PL, 90018","34.023736581","-118.315081315","8","Empowerment Congress North"
"1-3207791221","2023-01-02T15:45:45.000","Bulky Items","Closed","12421 W RIVERSIDE DR, 91607","34.157775583","-118.403982207","2","Valley Village"
"1-3207794481","2023-01-02T15:45:45.000","Bulky Items","Closed","1878 W EFFIE ST, 90026","34.0840813683","-118.256310757","13","Echo Park"
"1-3207792231","2023-01-02T15:46:14.000","Bulky Items","Closed","4503 N VESPER AVE, 91403","34.1532565755","-118.451083406","4","Sherman Oaks"
"1-3207795111","2023-01-02T15:46:17.000","Bulky Items","Closed","14645 W LEADWELL ST, 91405","34.204019869","-118.452539087","6","Van Nuys"
"1-3207791881","2023-01-02T15:46:17.000","Bulky Items","Closed","709 1/4 E 76TH ST, 90001","33.971270274","-118.262582494","9","CANNDU"
"1-3207798241","2023-01-02T15:46:21.000","Graffiti Removal","Cancelled","831 N WESTERN AVE, 90029","34.0853384538","-118.309423132","13","Hollywood Studio District"
"1-3207801011","2023-01-02T15:46:43.000","Bulky Items","Closed","4348 E ESMERALDA ST, 90032","34.0826437967","-118.19446841","14","LA-32"
"1-3207797721","2023-01-02T15:47:06.000","Bulky Items","Closed","4114 N GRIFFIN AVE, 90031","34.0905726638","-118.204962731","1","Arroyo Seco"
"1-3207802961","2023-01-02T15:47:15.000","Bulky Items","Closed","116 S WITMER ST, 90026","34.0617441905","-118.26088739","1","Westlake North"
"1-3207803531","2023-01-02T15:47:24.000","Bulky Items","Closed","1223 N LAS PALMAS AVE, 90038","34.0932216615","-118.336462427","13","Central Hollywood"
"1-3207806111","2023-01-02T15:47:40.000","Bulky Items","Closed","4348 E ESMERALDA ST, 90032","34.0826437967","-118.19446841","14","LA-32"
"1-3207805101","2023-01-02T15:47:53.000","Bulky Items","Closed","8051 N AGNES AVE, 91605","34.2173630864","-118.395633612","6","North Hollywood Northeast"
"1-3207806721","2023-01-02T15:48:08.000","Bulky Items","Closed","125 N BERENDO ST, 90004","34.0734941567","-118.294361021","10","Wilshire Center-Koreatown"
"1-3207808031","2023-01-02T15:48:09.000","Bulky Items","Closed","600 S CURSON AVE, 90036","34.0646532426","-118.354485002","5","Mid-City West"
"1-3207805861","2023-01-02T15:48:18.000","Bulky Items","Closed","1800 N WORKMAN ST, 90031","34.0638793754","-118.214013721","14","Lincoln Heights"
"1-3207808991","2023-01-02T15:48:22.000","Bulky Items","Closed","3833 W AVENUE 42, 90065","34.1227066725","-118.226144336","1","Glassell Park"
"1-3207809641","2023-01-02T15:48:48.000","Illegal Dumping Pickup","Closed","5001 N HESPERIA AVE, 91316","34.1602354834","-118.526355811","4","Encino"
"1-3207812501","2023-01-02T15:49:19.000","Graffiti Removal","Closed","5387 E OAKLAND ST, 90032","34.0893212836","-118.164270302","14","LA-32"
"1-3207814221","2023-01-02T15:49:44.000","Graffiti Removal","Cancelled","4461 W MELROSE AVE, 90029","34.083696658","-118.297568361","13","East Hollywood"
"1-3207816661","2023-01-02T15:50:34.000","Bulky Items","Closed","17919 W MAGNOLIA BLVD, 91316","34.1654924173","-118.522874472","4","Encino"
"1-3207819611","2023-01-02T15:51:10.000","Graffiti Removal","Cancelled","4150 W WASHINGTON BLVD, 90018","34.0396522659","-118.330157873","10","United Neighborhoods"
"1-3207822451","2023-01-02T15:51:19.000","Bulky Items","Closed","3920 S ROXANNE AVE, 90008","34.0155775159","-118.348418187","10","Empowerment Congress West"
"1-3207824911","2023-01-02T15:51:45.000","Graffiti Removal","Closed","4100 W WASHINGTON BLVD, 90018","34.0396633222","-118.328459729","10","United Neighborhoods"
"1-3207820841","2023-01-02T15:52:20.000","Bulky Items","Closed","1312 S SALTAIR AVE, 90025","34.0432544971","-118.464167008","11","West LA - Sawtelle"
"1-3207827691","2023-01-02T15:53:05.000","Bulky Items","Closed","18953 W KESWICK ST, 91335","34.2103253231","-118.546764408","3","Reseda"
"1-3207821561","2023-01-02T15:53:15.000","Bulky Items","Closed","248 W 41ST ST, 90037","34.0089720709","-118.277312635","9","Zapata-King"
"1-3207831081","2023-01-02T15:53:20.000","Bulky Items","Closed","2234 N SICHEL ST, 90031","34.0710885716","-118.212935867","1","Lincoln Heights"
"1-3207831661","2023-01-02T15:53:28.000","Bulky Items","Closed","10625 N PETIT AVE, 91344","34.2639688611","-118.498197943","12","Granada Hills South"
"1-3207829261","2023-01-02T15:53:36.000","Bulky Items","Closed","5639 W SMILEY DR, 90016","34.0303775379","-118.367043557","10","West Adams"
"1-3207833411","2023-01-02T15:53:39.000","Graffiti Removal","Cancelled","4201 W WASHINGTON BLVD, 90016","34.0399530501","-118.331137175","10","Mid City"
"1-3207836291","2023-01-02T15:53:57.000","Bulky Items","Closed","5817 N WILLIS AVE, 91411","34.1762834926","-118.455497348","4","Van Nuys"
"1-3207834271","2023-01-02T15:53:59.000","Bulky Items","Closed","3341 N ANDRITA ST, 90065","34.1198456225","-118.241190757","13","Glassell Park"
"1-3207837941","2023-01-02T15:54:02.000","Bulky Items","Closed","20168 W CROMWELL WAY, 91326","34.2838635687","-118.574424224","12","Porter Ranch"
"1-3207839031","2023-01-02T15:54:15.000","Graffiti Removal","Closed","4915 W WASHINGTON BLVD, 90016","34.0404325983","-118.346936663","10","Mid City"
"1-3207840401","2023-01-02T15:54:21.000","Bulky Items","Closed","667 W 10TH ST, 90731","33.735021765","-118.291630681","15","Central San Pedro"
"1-3207837071","2023-01-02T15:54:25.000","Homeless Encampment","Closed","6686 W DREXEL AVE, 90048","34.0694657829","-118.373515373","5","Mid-City West"
"1-3207837851","2023-01-02T15:54:36.000","Bulky Items","Closed","517 N GREENCRAIG ROAD, 90049","34.067904687","-118.480553969","11",""
"1-3207842541","2023-01-02T15:54:43.000","Bulky Items","Closed","476 W SOLANO AVE, 90012","34.0730351386","-118.231172274","1","Historic Cultural North"
"1-3207844851","2023-01-02T15:54:55.000","Bulky Items","Closed","4520 W SANTA ROSALIA DR, 90008","34.0156873211","-118.347481051","10","Empowerment Congress West"
"1-3207845911","2023-01-02T15:55:14.000","Graffiti Removal","Cancelled","4918 W WASHINGTON BLVD, 90016","34.040036608","-118.346730338","10","Mid City"
"1-3207841311","2023-01-02T15:55:25.000","Bulky Items","Closed","8710 S BELFORD AVE, 90045","33.9580158049","-118.383851278","11","Westchester/Playa"
"1-3207845701","2023-01-02T15:55:36.000","Bulky Items","Closed","4356 S WESTLAWN AVE, 90066","33.9931432446","-118.426206162","11","Del Rey"
"1-3207850201","2023-01-02T15:56:18.000","Homeless Encampment","Closed","520 S SAN VICENTE BLVD, 90048","34.0681767102","-118.374247645","5","Mid-City West"
"1-3207847691","2023-01-02T15:56:52.000","Bulky Items","Closed","1197 E 50TH ST, 90011","33.9981117376","-118.254324876","9","Central Alameda"
"1-3207851121","2023-01-02T15:56:57.000","Bulky Items","Closed","12047 W CALIFA ST, 91607","34.1774250524","-118.396112209","2","Greater Valley Glen"
"1-3207854531","2023-01-02T15:57:24.000","Bulky Items","Closed","3670 S GLENDON AVE, 90034","34.0202363544","-118.410651462","5","Palms"
"1-3207856081","2023-01-02T15:57:31.000","Bulky Items","Closed","4351 S COMPTON AVE, 90011","34.0045774228","-118.247602879","9","Central Alameda"
"1-3207855461","2023-01-02T15:57:34.000","Bulky Items","Closed","5441 W WASHINGTON BLVD, 90016","34.0384563647","-118.361816882","10","Mid City"
"1-3207849701","2023-01-02T15:58:28.000","Graffiti Removal","Closed","1436 S LA CIENEGA BLVD, 90035","34.0519614644","-118.375977072","10","P.I.C.O."
"1-3207849871","2023-01-02T15:58:29.000","Illegal Dumping Pickup","Closed","3600 N OAKFIELD DR, 91423","34.1364648013","-118.448847701","4","Sherman Oaks"
"1-3207858591","2023-01-02T15:58:55.000","Bulky Items","Closed","15438 W STONEWOOD TER, 91403","34.1339219425","-118.468997476","4","Sherman Oaks"
"1-3207862611","2023-01-02T15:59:06.000","Bulky Items","Closed","845 W 49TH ST, 90037","33.9988532849","-118.288728765","9","Voices"
"1-3207859791","2023-01-02T15:59:08.000","Bulky Items","Closed","13650 N DE GARMO AVE, 91342","34.3192535183","-118.467713982","7","Sylmar"
"1-3207866071","2023-01-02T15:59:34.000","Bulky Items","Closed","540 S EUCLID AVE, 90063","34.0341854224","-118.204999583","14","Boyle Heights"
"1-3207868401","2023-01-02T15:59:37.000","Bulky Items","Closed","OXNARD ST AT LAURELGROVE AVE, 91607","34.1793952185","-118.400919166","2","Greater Valley Glen"
"1-3207871201","2023-01-02T16:00:18.000","Bulky Items","Closed","271 S AVENUE 52, 90042","34.1037427987","-118.197094568","1","Historic Highland Park"
"1-3207872221","2023-01-02T16:00:25.000","Homeless Encampment","Pending","1850 W 60TH ST, 90047","33.98504387","-118.310630888","8","Empowerment Congress Central"
"1-3207874041","2023-01-02T16:00:38.000","Bulky Items","Closed","24100 S CENSOR AVE, 90710","33.8064029451","-118.301995803","15","Harbor City"
"1-3207873031","2023-01-02T16:00:43.000","Bulky Items","Closed","7244 W HILLSIDE AVE, 90046","34.104423963","-118.347637964","4","Hollywood Hills West"
"1-3207879521","2023-01-02T16:00:59.000","Homeless Encampment","Closed","8151 W 3RD ST, 90048","34.0724262143","-118.36710621","5","Mid-City West"
"1-3207880181","2023-01-02T16:01:10.000","Bulky Items","Closed","5841 W VIRGINIA AVE, 90038","34.091867613","-118.316681992","13","Hollywood Studio District"
"1-3207880721","2023-01-02T16:01:15.000","Bulky Items","Closed","OXNARD ST AT VANTAGE AVE, 91607","34.1793943994","-118.397665015","2","Greater Valley Glen"
"1-3207874851","2023-01-02T16:01:21.000","Bulky Items","Closed","17411 W RUNNYMEDE ST, 91406","34.2062279056","-118.512043238","6","Lake Balboa"
"1-3207874841","2023-01-02T16:01:21.000","Illegal Dumping Pickup","Closed","3651 N OAKFIELD DR, 91423","34.1377708124","-118.448573699","4","Sherman Oaks"
"1-3207883931","2023-01-02T16:01:30.000","Bulky Items","Closed","1419 W CONRAD ST, 90041","34.1332724579","-118.196682336","14","Eagle Rock"
"1-3207885211","2023-01-02T16:01:52.000","Bulky Items","Closed","1508 S 2ND AVE, 90019","34.0450939762","-118.318816431","10","United Neighborhoods"
"1-3207885751","2023-01-02T16:01:58.000","Bulky Items","Closed","4031 S LYCEUM AVE, 90066","33.9939934458","-118.438420767","11","Del Rey"
"1-3207887481","2023-01-02T16:02:13.000","Bulky Items","Closed","5451 N CARPENTER AVE, 91607","34.170085104","-118.39120951","2","Valley Village"
"1-3207883401","2023-01-02T16:02:14.000","Bulky Items","Closed","12000 W FOOTHILL BLVD, 91342","34.2766594416","-118.397794885","7","Pacoima"
"1-3207888211","2023-01-02T16:02:19.000","Bulky Items","Closed","12250 W SHETLAND LANE, 90049","34.0547986675","-118.478642519","11",""
"1-3207881711","2023-01-02T16:02:20.000","Illegal Dumping Pickup","Closed","3601 N OAKFIELD DR, 91423","34.1363813242","-118.449239329","4","Sherman Oaks"
"1-3207890941","2023-01-02T16:02:41.000","Graffiti Removal","Closed","11050 W CANTLAY ST, 91352","34.2019251241","-118.372172192","2","Sun Valley Area"
"1-3207891631","2023-01-02T16:02:56.000","Bulky Items","Closed","13313 W OXNARD ST, 91401","34.1794868561","-118.423086981","2","Greater Valley Glen"
"1-3207894381","2023-01-02T16:03:30.000","Bulky Items","Closed","3212 N AMETHYST ST, 90032","34.0821256542","-118.196753452","14","LA-32"
"1-3207898601","2023-01-02T16:04:36.000","Bulky Items","Closed","4700 W LOS FELIZ BLVD, 90027","34.1107813865","-118.29232004","4","Los Feliz"
"1-3207895201","2023-01-02T16:05:07.000","Bulky Items","Closed","4518 S VAN NESS AVE, 90062","34.0021673989","-118.317005355","8","Empowerment Congress Central"
"1-3207901151","2023-01-02T16:05:26.000","Bulky Items","Closed","19711 W SEPTO ST, 91311","34.2511043003","-118.562714917","12","Chatsworth"
"1-3207897201","2023-01-02T16:05:39.000","Bulky Items","Closed","OXNARD ST AT ATOLL AVE, 91401","34.1793914484","-118.420441414","2","Greater Valley Glen"
"1-3207895841","2023-01-02T16:05:42.000","Bulky Items","Closed","5730 S WILTON PL, 90062","33.9900335862","-118.314846436","8","Empowerment Congress Central"
"1-3207901891","2023-01-02T16:05:55.000","Bulky Items","Closed","13650 N DE GARMO AVE, 91342","34.3192535183","-118.467713982","7","Sylmar"
"1-3207900741","2023-01-02T16:06:01.000","Bulky Items","Closed","19526 W ENADIA WAY, 91335","34.2000338144","-118.558878547","3","Reseda"
"1-3207903961","2023-01-02T16:06:04.000","Bulky Items","Closed","5749 N KATHERINE AVE, 91401","34.175303617","-118.443449134","4","Van Nuys"
"1-3207904671","2023-01-02T16:06:20.000","Bulky Items","Closed","2489 S SAWTELLE BLVD, 90064","34.0330346977","-118.437212465","11","West LA - Sawtelle"
"1-3207907171","2023-01-02T16:06:22.000","Bulky Items","Closed","2718 S CRESTA PL, 90064","34.0415930949","-118.406930623","5","Westside"
"1-3207907881","2023-01-02T16:06:38.000","Bulky Items","Closed","13310 W MAXELLA AVE, 90292","33.9879948855","-118.438324462","11","Del Rey"
"1-3207911151","2023-01-02T16:07:02.000","Bulky Items","Closed","727 E SUPERBA AVE, 90291","33.9924450909","-118.46063743","11","Venice"
"1-3207906561","2023-01-02T16:07:04.000","Bulky Items","Closed","12959 W OXNARD ST, 91401","34.1795347925","-118.415824571","2","Greater Valley Glen"
"1-3207905731","2023-01-02T16:07:10.000","Bulky Items","Closed","8710 S BELFORD AVE, 90045","33.9580158049","-118.383851278","11","Westchester/Playa"
"1-3207911851","2023-01-02T16:07:15.000","Bulky Items","Closed","2131 N REDROCK CT, 90039","34.0995091178","-118.270505032","13","Silver Lake"
"1-3207916111","2023-01-02T16:07:48.000","Bulky Items","Closed","5688 W HOLLY OAK DR, 90068","34.110704428","-118.313260195","4","Hollywood United"
"1-3207917471","2023-01-02T16:08:01.000","Bulky Items","Closed","19526 W ENADIA WAY, 91335","34.2000338144","-118.558878547","3","Reseda"
"1-3207918941","2023-01-02T16:08:34.000","Bulky Items","Closed","1900 N VINE ST, 90068","34.1062276854","-118.326556135","4","Hollywood United"
"1-3207913521","2023-01-02T16:08:36.000","Bulky Items","Closed","4500 E SAN ANDREAS AVE, 90065","34.1097289803","-118.217884241","1","Arroyo Seco"
"1-3207919571","2023-01-02T16:09:13.000","Bulky Items","Closed","8710 S DALTON AVE, 90047","33.9585916753","-118.303466913","8","Empowerment Congress Southwest"
"1-3207920101","2023-01-02T16:09:19.000","Graffiti Removal","Closed","3500 S MAIN ST, 90007","34.0175834241","-118.273117393","9","South Central"
"1-3207925031","2023-01-02T16:09:43.000","Bulky Items","Closed","18710 W KIRKCOLM LANE, 91326","34.2924966706","-118.540972349","12","Porter Ranch"
"1-3207918841","2023-01-02T16:09:44.000","Bulky Items","Closed","821 W 149TH ST, 90247","33.8968794522","-118.289946051","15","Harbor Gateway North"
"1-3207923041","2023-01-02T16:10:06.000","Illegal Dumping Pickup","Closed","6164 E ALDAMA ST, 90042","34.1176573478","-118.189933857","1","Historic Highland Park"
